1e-14 0 1.29083e-38
1.04596e-14 0 1.29083e-38
1.09403e-14 0 1.29083e-38
1.14432e-14 0 1.29083e-38
1.19691e-14 0 1.29083e-38
1.25192e-14 0 1.29083e-38
1.30946e-14 0 1.29083e-38
1.36965e-14 0 1.29083e-38
1.4326e-14 0 1.29083e-38
1.49844e-14 0 1.29083e-38
1.56731e-14 0 1.29083e-38
1.63934e-14 0 1.29083e-38
1.71469e-14 0 1.29083e-38
1.7935e-14 0 1.29083e-38
1.87593e-14 0 1.29083e-38
1.96215e-14 0 1.29083e-38
2.05233e-14 0 1.29083e-38
2.14666e-14 0 1.29083e-38
2.24532e-14 0 1.29083e-38
2.34852e-14 0 1.29083e-38
2.45646e-14 0 1.29083e-38
2.56936e-14 0 1.29083e-38
2.68745e-14 0 1.29083e-38
2.81096e-14 0 1.29083e-38
2.94016e-14 0 1.29083e-38
3.07529e-14 0 1.29083e-38
3.21663e-14 0 1.29083e-38
3.36447e-14 0 1.29083e-38
3.51911e-14 0 1.29083e-38
3.68085e-14 0 1.29083e-38
3.85002e-14 0 1.29083e-38
4.02698e-14 0 1.29083e-38
4.21206e-14 0 1.29083e-38
4.40565e-14 0 1.29083e-38
4.60814e-14 0 1.29083e-38
4.81993e-14 0 1.29083e-38
5.04146e-14 0 1.29083e-38
5.27317e-14 0 1.29083e-38
5.51553e-14 0 1.29083e-38
5.76903e-14 0 1.29083e-38
6.03418e-14 0 1.29083e-38
6.31151e-14 0 1.29083e-38
6.6016e-14 0 1.29083e-38
6.90501e-14 0 1.29083e-38
7.22237e-14 0 1.29083e-38
7.55432e-14 0 1.29083e-38
7.90152e-14 0 1.29083e-38
8.26468e-14 0 1.29083e-38
8.64453e-14 6.91576e-42 1.29083e-38
9.04184e-14 2.94313e-41 1.29014e-38
9.45742e-14 4.95227e-41 1.28719e-38
9.89209e-14 7.29683e-41 1.28224e-38
1.03467e-13 1.02117e-40 1.27494e-38
1.08223e-13 1.29018e-40 1.26473e-38
