1e-14 0 7.22057e-54
1.04596e-14 0 7.22057e-54
1.09403e-14 0 7.22057e-54
1.14432e-14 0 7.22057e-54
1.19691e-14 0 7.22057e-54
1.25192e-14 0 7.22057e-54
1.30946e-14 0 7.22057e-54
1.36965e-14 0 7.22057e-54
1.4326e-14 0 7.22057e-54
1.49844e-14 0 7.22057e-54
1.56731e-14 0 7.22057e-54
1.63934e-14 0 7.22057e-54
1.71469e-14 0 7.22057e-54
1.7935e-14 0 7.22057e-54
1.87593e-14 0 7.22057e-54
1.96215e-14 0 7.22057e-54
2.05233e-14 0 7.22057e-54
2.14666e-14 0 7.22057e-54
2.24532e-14 0 7.22057e-54
2.34852e-14 0 7.22057e-54
2.45646e-14 0 7.22057e-54
2.56936e-14 0 7.22057e-54
2.68745e-14 0 7.22057e-54
2.81096e-14 0 7.22057e-54
2.94016e-14 0 7.22057e-54
3.07529e-14 0 7.22057e-54
3.21663e-14 0 7.22057e-54
3.36447e-14 0 7.22057e-54
3.51911e-14 0 7.22057e-54
3.68085e-14 0 7.22057e-54
3.85002e-14 0 7.22057e-54
4.02698e-14 0 7.22057e-54
4.21206e-14 0 7.22057e-54
4.40565e-14 0 7.22057e-54
4.60814e-14 0 7.22057e-54
4.81993e-14 0 7.22057e-54
5.04146e-14 0 7.22057e-54
5.27317e-14 0 7.22057e-54
5.51553e-14 0 7.22057e-54
5.76903e-14 0 7.22057e-54
6.03418e-14 0 7.22057e-54
6.31151e-14 0 7.22057e-54
6.6016e-14 0 7.22057e-54
6.90501e-14 0 7.22057e-54
7.22237e-14 0 7.22057e-54
7.55432e-14 0 7.22057e-54
7.90152e-14 0 7.22057e-54
8.26468e-14 0 7.22057e-54
8.64453e-14 0 7.22057e-54
9.04184e-14 0 7.22057e-54
9.45742e-14 0 7.22057e-54
9.89209e-14 0 7.22057e-54
1.03467e-13 0 7.22057e-54
1.08223e-13 0 7.22057e-54
1.13197e-13 0 7.22057e-54
1.18399e-13 0 7.22057e-54
1.23841e-13 0 7.22057e-54
1.29533e-13 0 7.22057e-54
1.35487e-13 0 7.22057e-54
1.41714e-13 0 7.22057e-54
1.48227e-13 0 7.22057e-54
1.5504e-13 0 7.22057e-54
1.62165e-13 0 7.22057e-54
1.69619e-13 1.48822e-57 7.22057e-54
1.77414e-13 1.76057e-56 7.21908e-54
1.85568e-13 3.62032e-56 7.20148e-54
1.94097e-13 5.4946e-56 7.16527e-54
2.03018e-13 7.49766e-56 7.11033e-54
2.12349e-13 9.88744e-56 7.03535e-54
2.22109e-13 1.15035e-55 6.93648e-54
2.32317e-13 1.31497e-55 6.82144e-54
2.42995e-13 1.47867e-55 6.68995e-54
2.54163e-13 1.76327e-55 6.54208e-54
2.65845e-13 2.12825e-55 6.36575e-54
2.78063e-13 2.37e-55 6.15293e-54
2.90843e-13 2.48469e-55 5.91593e-54
3.0421e-13 2.60661e-55 5.66746e-54
3.18192e-13 2.65833e-55 5.4068e-54
3.32817e-13 2.66131e-55 5.14096e-54
3.48113e-13 2.63856e-55 4.87483e-54
3.64113e-13 2.63732e-55 4.61098e-54
3.80848e-13 2.60294e-55 4.34725e-54
3.98352e-13 2.61565e-55 4.08695e-54
4.16661e-13 2.58284e-55 3.82539e-54
4.35811e-13 2.53402e-55 3.5671e-54
4.55841e-13 2.46125e-55 3.3137e-54
4.76792e-13 2.37798e-55 3.06758e-54
4.98705e-13 2.27903e-55 2.82978e-54
5.21626e-13 2.1848e-55 2.60187e-54
5.45601e-13 2.04938e-55 2.38339e-54
5.70677e-13 1.8976e-55 2.17846e-54
5.96906e-13 1.73809e-55 1.9887e-54
6.2434e-13 1.59043e-55 1.81489e-54
6.53036e-13 1.4539e-55 1.65584e-54
6.8305e-13 1.32894e-55 1.51045e-54
7.14443e-13 1.21457e-55 1.37756e-54
7.4728e-13 1.1099e-55 1.2561e-54
7.81625e-13 1.01412e-55 1.14511e-54
8.1755e-13 9.26479e-56 1.0437e-54
8.55125e-13 8.46289e-56 9.51054e-55
8.94427e-13 7.72923e-56 8.66425e-55
9.35536e-13 7.05807e-56 7.89132e-55
9.78534e-13 6.44413e-56 7.18552e-55
1.02351e-12 5.88259e-56 6.5411e-55
1.07055e-12 5.36902e-56 5.95285e-55
1.11975e-12 4.89938e-56 5.41594e-55
1.17122e-12 4.46995e-56 4.92601e-55
1.22505e-12 4.07733e-56 4.47901e-55
1.28135e-12 3.71841e-56 4.07128e-55
1.34024e-12 3.39034e-56 3.69944e-55
1.40184e-12 3.0905e-56 3.3604e-55
1.46627e-12 2.8165e-56 3.05135e-55
1.53366e-12 2.56615e-56 2.7697e-55
1.60415e-12 2.33744e-56 2.51309e-55
1.67788e-12 2.12854e-56 2.27934e-55
1.755e-12 1.93775e-56 2.06649e-55
1.83566e-12 1.76354e-56 1.87271e-55
1.92003e-12 1.6045e-56 1.69636e-55
2.00827e-12 1.45933e-56 1.53591e-55
2.10058e-12 1.32685e-56 1.38998e-55
2.19712e-12 1.20597e-56 1.25729e-55
2.2981e-12 1.09571e-56 1.13669e-55
2.40373e-12 9.95148e-57 1.02712e-55
2.5142e-12 9.03457e-57 9.27608e-56
2.62976e-12 8.19876e-57 8.37262e-56
2.75062e-12 7.43707e-57 7.55274e-56
2.87705e-12 6.74312e-57 6.80903e-56
3.00928e-12 6.11107e-57 6.13472e-56
3.14759e-12 5.53557e-57 5.52362e-56
3.29225e-12 5.01174e-57 4.97006e-56
3.44357e-12 4.53508e-57 4.46888e-56
3.60184e-12 4.10151e-57 4.01538e-56
3.76738e-12 3.70727e-57 3.60523e-56
